"tweets.user_id","tweets.status_id","tweets.created_at","tweets.screen_name","tweets.text","tweets.source","tweets.display_text_width","tweets.reply_to_status_id","tweets.reply_to_user_id","tweets.reply_to_screen_name","tweets.is_quote","tweets.is_retweet","tweets.favorite_count","tweets.retweet_count","tweets.quote_count","tweets.reply_count","tweets.ext_media_type","tweets.lang","tweets.quoted_status_id","tweets.quoted_text","tweets.quoted_created_at","tweets.quoted_source","tweets.quoted_favorite_count","tweets.quoted_retweet_count","tweets.quoted_user_id","tweets.quoted_screen_name","tweets.name","tweets.quoted_followers_count","tweets.quoted_friends_count","tweets.quoted_statuses_count","tweets.quoted_location","tweets.quoted_description","tweets.quoted_verified","tweets.retweet_status_id","tweets.retweet_text","tweets.retweet_created_at","tweets.retweet_source","tweets.retweet_favorite_count","tweets.retweet_retweet_count","tweets.retweet_user_id","tweets.retweet_screen_name","tweets.retweet_name","tweets.retweet_followers_count","tweets.retweet_friends_count","tweets.retweet_statuses_count","tweets.retweet_location","tweets.retweet_description","tweets.retweet_verified","tweets.place_url","tweets.place_name","tweets.place_full_name","tweets.place_type","tweets.country","tweets.country_code"
"x212260641","x1512498732968861699",2022-04-08 18:32:53,"StonyBrookMed","Whether or not you watched the #Oscars this year, you probably know about the slap heard 'round the world. That moment brought attention to #alopecia.

In this video, Dr. Haughton discusses this autoimmune condition and treatments offered. https://t.co/Vp8HsQBYTe #SBexperts https://t.co/m2Zf2V8PKI","Twitter Web App",274,,,,FALSE,FALSE,2,0,,,,"en",,,,,,,,,"Stony Brook Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x763814132546203649","x1512498724597026821",2022-04-08 18:32:51,"jdeppsoldier","im so happy that minamata has been having more visibility since oscars. that movie deserves too much","Twitter for Android",115,,,,FALSE,TRUE,0,23,,,,"en",,,,,,,,,"Vanessa",,,,,,,"x1512139116229664770","im so happy that minamata has been having more visibility since oscars. that movie deserves too much",2022-04-07 18:43:54,"Twitter for iPhone",190,23,"x1298246937389539330","jdeppfxnn","alex",158,78,1733,"<U+26B2> - they/them ","<U+2727> johnny depp overthinker #justiceforjohnnydepp <U+2727> star wars stans are appreciated <U+266A> @brunomars @marilynmanson @billieeilish",FALSE,,,,,,
"x17681805","x1512498702916726796",2022-04-08 18:32:46,"T_FUTURIST","@OscarWildPod The Oscars will probably be on Disney+ next year. https://t.co/25INq5OEJN","Twitter Web App",63,,"x1265368534361747457","OscarWildPod",TRUE,FALSE,0,0,,,,"en","x1512496774228979721","After 16 years on ABC, 'Dancing With the Stars' will head to Disney+, becoming the platform's first live series.  https://t.co/xaAaNhcm2E",2022-04-08 18:25:06,"True Anthem",26,8,"x16312576","EW","THE FUTURIST!",6491412,4302,284959,"Los Angeles, CA","Keeping you plugged into pop culture! <U+0001F3A5><U+0001F4DA><U+0001F3B6><U+0001F4FA>",TRUE,,,,,,,,,,,,,,,,,,,,,
"x1492490529493430277","x1512498609421524998",2022-04-08 18:32:24,"RatsOften","A timelapse screenrecord of my tweets turning into unintelligible gibberish here and then into Oscars elsewhere would be nice <U+0001F469><U+200D><U+2696><U+FE0F><U+0001F469><U+200D><U+2696><U+FE0F><U+0001F469><U+200D><U+2696><U+FE0F> @netflix","Twitter Web App",147,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Isaac Or Izzo",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1319795363985772544","x1512498599988322305",2022-04-08 18:32:21,"MarilynZeman1","@skylinefarm I have been comparing these two since the Oscars.  Two peas in a pod. HG Tudor has really done a good job on Jada.","Twitter for iPhone",114,"x1511882749333975043","x236478527","skylinefarm",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Marilyn Zeman",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1414406170576441348","x1512498570879983617",2022-04-08 18:32:14,"SharonWardle12","#TheNorthman REVIEW: HOLY ****. BLOODY. SHOCKING. This will sweep the 2023 Oscars. Robert Eggers does it again! This isn’t just another viking movie, tis one of the BEST dramas ever! GREAT action &amp; emotional too. A fitting end, while also setting up what’s next. @TheNorthmanFilm https://t.co/bnx9lBWNhx","Twitter for Android",140,,,,FALSE,TRUE,0,42,,,,"en",,,,,,,,,"Sharon Wardle",,,,,,,"x1511453313476268051","#TheNorthman REVIEW: HOLY ****. BLOODY. SHOCKING. This will sweep the 2023 Oscars. Robert Eggers does it again! This isn’t just another viking movie, tis one of the BEST dramas ever! GREAT action &amp; emotional too. A fitting end, while also setting up what’s next. @TheNorthmanFilm https://t.co/bnx9lBWNhx",2022-04-05 21:18:46,"Twitter for iPhone",202,42,"x3023364269","theatomchode","watching as intended <U+0001F365>",265,67,12974,"North of the Mongolian Border","indiewire film journalist",FALSE,,,,,,
"x1181297435336990720","x1512498514315591692",2022-04-08 18:32:01,"Qing_alyssa","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for iPhone",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"shirley",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16293,12936,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x307093927","x1512498490097938432",2022-04-08 18:31:55,"FreshWatkins","The Academy Board of Governors has rescheduled a meeting from April 18 to this afternoon, April 8, 2022. The Board is discussing repercussions for #WillSmith #slap on presenter #ChrisRock at the live #Oscars show. Academy of Motion Pictures Arts &amp; Sciences","Twitter Web App",260,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Doug Watkins",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x37500772","x1512498483806326784",2022-04-08 18:31:54,"teddydrinks","I held out for the longest time bc we had literally everything else but I wanted to watch CODA before the Oscars and that's great but Severance is an out of body experience","Twitter Web App",172,"x1512482549112590343","x37500772","teddydrinks",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"phantom ted",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3291277850","x1512498481604317191",2022-04-08 18:31:53,"FidelisObinna2","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for iPhone",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"<U+0001D5D9><U+0001D5F6><U+0001D5F1><U+0001D5F2><U+0001D5F9> <U+0001F9F8><U+2728>",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16293,12936,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x1487170758195351552","x1512498439975686145",2022-04-08 18:31:43,"DeepTroublelz","For the love of god, can we please stop talking about the #Oscars already?","Twitter for Android",74,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"DeepTrouble",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1291052267995648002","x1512498412507516928",2022-04-08 18:31:37,"Akarshhhhhhh","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf","Twitter Web App",110,,,,FALSE,TRUE,0,16,,,,"en",,,,,,,,,"Akarsh",,,,,,,"x1512478748096012292","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf",2022-04-08 17:13:28,"Echobox",31,16,"x87818409","guardian","The Guardian",10398410,1061,740066,"London","The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/gWyuUVlObq",TRUE,,,,,,
"x1373750289929502727","x1512498409462280200",2022-04-08 18:31:36,"Km_sxs","Billie at the Oscars a few weeks ago! https://t.co/8b9qa8BsO7","Twitter Web App",79,,,,FALSE,TRUE,0,56,,,,"en",,,,,,,,,"James.",,,,,,,"x1512288290249994243","Billie at the Oscars a few weeks ago! https://t.co/8b9qa8BsO7",2022-04-08 04:36:40,"Twitter for iPhone",718,56,"x1486103715899592707","HteTourLives","Hte Tour Lives",7003,590,2560,"She/Her ","Providing updates on where to watch lives of Billie Eilish’s happier than ever tour! Pls dm me your ig @ if you’re going live. Next show April 8<U+0001F4CD>Los Angeles",FALSE,,,,,,
"x1499880919452327937","x1512496594452680715",2022-04-08 18:24:23,"TonyORo41289560","@VLChesh Been to both. But frequented Oscars in Greenford and Regals Uxbridge. Happy times. <U+0001F60E><U+0001F44D>","Twitter Web App",85,"x1512495608828993544","x700104503","VLChesh",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Tony <U+0001F499> <U+0001F1EE><U+0001F1EA><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1499880919452327937","x1512498391112200196",2022-04-08 18:31:31,"TonyORo41289560","@VLChesh When I started work at 18 the older guys took me to Oscars divorced and seperates night on a Thursday. You had to be 25 or over. No idea how I got in I was the youngest there too. <U+0001F923>","Twitter Web App",181,"x1512495608828993544","x700104503","VLChesh",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Tony <U+0001F499> <U+0001F1EE><U+0001F1EA><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0065><U+000E006E><U+000E0067><U+000E007F>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x746719831","x1512498358266572801",2022-04-08 18:31:24,"siriustiltskin","im so happy that minamata has been having more visibility since oscars. that movie deserves too much","Twitter for Android",115,,,,FALSE,TRUE,0,23,,,,"en",,,,,,,,,"palôma strike <U+27B9> <U+26AF><U+035B>",,,,,,,"x1512139116229664770","im so happy that minamata has been having more visibility since oscars. that movie deserves too much",2022-04-07 18:43:54,"Twitter for iPhone",190,23,"x1298246937389539330","jdeppfxnn","alex",158,78,1733,"<U+26B2> - they/them ","<U+2727> johnny depp overthinker #justiceforjohnnydepp <U+2727> star wars stans are appreciated <U+266A> @brunomars @marilynmanson @billieeilish",FALSE,,,,,,
"x425921784","x1512498357456949249",2022-04-08 18:31:23,"MustangRobyne","@BradTakei The pre-emptive re-writing of fact to control the narrative himself is next level privilege. He was ASKED to leave the Oscars ceremony (he refused) and as steps were being taken to remove him from the Academy altogether, he ""resigns"". There is no nobility here, just PR moves.","Twitter for Android",276,"x1511344157591224328","x240420946","BradTakei",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Robyne",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3234430319","x1512498351153033217",2022-04-08 18:31:22,"TheDezembro","@rickygervais Cats (&amp; Dogs) are the only creatures on earth worth slapping someone at the Oscars for.<U+0001F97A> and they would at least be thankful for it too.","Twitter Web App",140,"x1512492394679345157","x20015311","rickygervais",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Geraldo of Riviera (Ric)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1512491354756108290","x1512498295964381184",2022-04-08 18:31:09,"Unbreakable116","@chrisrock Chris, I am so sorry about what happened to you at the Oscars. It was a sign of bullying, in my opinion, considering your size; but you did an excellent job that night, acting professional and showing the other side of the black male community. I thank you for that!","Twitter Web App",277,,"x238319766","chrisrock",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Unbreakable1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1010545074072117248","x1512498291967238152",2022-04-08 18:31:08,"ereike05","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf","Twitter for Android",110,,,,FALSE,TRUE,0,16,,,,"en",,,,,,,,,"Erika<U+2693>",,,,,,,"x1512478748096012292","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf",2022-04-08 17:13:28,"Echobox",31,16,"x87818409","guardian","The Guardian",10398410,1061,740066,"London","The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/gWyuUVlObq",TRUE,,,,,,
"x1488289344112713728","x1512498228998062092",2022-04-08 18:30:53,"anotherRaefan","This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi","Twitter for iPhone",127,,,,FALSE,TRUE,0,12,,,,"en",,,,,,,,,"rae kinda…<U+0001F930>",,,,,,,"x1512495893513224197","This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi",2022-04-08 18:21:36,"Twitter for iPhone",117,12,"x1388915410922352642","eyecandymay","Mayah<U+2727>",1541,330,22600," 20!","<U+2727>tweets r all jokes /trav is daddy <U+2727>",FALSE,,,,,,
"x1360403356515135491","x1512498210157129734",2022-04-08 18:30:48,"WoodyMcBreairt1","Will Smith Oscars Slap Was “An Assault,” Says Billy Crystal On Bob Costas HBO Max Show https://t.co/hAczHj5ZEL via @Deadline","Twitter Web App",124,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Woody McBreairty",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x17467975","x1512498207531552768",2022-04-08 18:30:48,"kevinrieplmusic","""Framing the nominees for best animated feature as a corporate product for kids that parents must begrudgingly endure could be dismissed as simply careless. But... that carelessness has become routine.” write @philiplord and @chrizmillr https://t.co/KFJJctJHgf","Twitter Web App",140,,,,FALSE,TRUE,0,346,,,,"en",,,,,,,,,"Kevin Riepl",,,,,,,"x1511743033754103809","""Framing the nominees for best animated feature as a corporate product for kids that parents must begrudgingly endure could be dismissed as simply careless. But... that carelessness has become routine.” write @philiplord and @chrizmillr https://t.co/KFJJctJHgf",2022-04-06 16:30:00,"TweetDeck",1414,346,"x17525171","Variety","Variety",2746783,241643,369115,"Los Angeles, CA","The business of entertainment.",TRUE,,,,,,
"x1000301419277119489","x1512498205233139740",2022-04-08 18:30:47,"flixboards","After Oscar’s slap, Chris Rock is still ’emotional’ and ‘can’t assume forgiving’ Will Smith |  #movies #entertainment https://t.co/B1QK3NMQ79","newsly-tech",141,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Flixboards",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1121098029656834048","x1512498074035367941",2022-04-08 18:30:16,"itzyoungabi","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for iPhone",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"Abi",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16293,12936,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x16025527","x1512498009870901261",2022-04-08 18:30:01,"OldeNaturalist","Watch ""Andrew Garfield Saves Chris Rock at the Oscars"" on YouTube - https://t.co/eTE4tmgPpG","Flamingo for Android",91,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Olde Naturalist - <U+0001F1FA><U+0001F1E6> <U+0001F577><U+FE0F> <U+0001F98B> <U+0001F41D> <U+0001F499>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x303602566","x1512497934650122240",2022-04-08 18:29:43,"isha_padmanaban","@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc","Twitter for Android",140,,,,FALSE,TRUE,0,88,,,,"en",,,,,,,,,"Padmanaban",,,,,,,"x1512390037694033927","@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc",2022-04-08 11:20:58,"TweetDeck",110,88,"x25049056","France24_en","FRANCE 24 English",329889,1122,321427,"Paris, France","<U+0001F30D> The French international news channel live 24/7 from Paris - Follow us for top stories on #business, #politics and #sports - <U+0001F534> Breaking Alerts: @BreakingF24",TRUE,,,,,,
"x43590446","x1512497926781779976",2022-04-08 18:29:41,"Oyinbobaf","Why Everyone Is Still Talking about Jennifer Garner's Stunning Off-the-Shoulder Oscars Dress https://t.co/sUCcoDqjGg via @Yahoo","Twitter Web App",127,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Oyinbo",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2444466795","x1512497921685655558",2022-04-08 18:29:40,"soulectiv","Anok Yai at the Vanity Fair Oscars After Party (2022) https://t.co/thDabzfmex","Twitter for iPhone",98,,,,FALSE,TRUE,0,11036,,,,"en",,,,,,,,,"Brysssss",,,,,,,"x1508564237538443266","Anok Yai at the Vanity Fair Oscars After Party (2022) https://t.co/thDabzfmex",2022-03-28 21:58:36,"Twitter for iPhone",94011,11036,"x2875648066","StreetFashion01","Outlander Magazine",201124,427,16217,"London, England","Keeping you Tapped in with the Fashion World. <U+2800> <U+2800> Turn on Notifications & Check us on Insta “@/OutlanderMagazine” <U+0001F4E7> Contact: Contact@outlandermag.com",FALSE,,,,,,
"x711384369122816000","x1512497903046070272",2022-04-08 18:29:35,"JessJessieyyy","This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi","Twitter for iPhone",127,,,,FALSE,TRUE,0,12,,,,"en",,,,,,,,,"JESS<U+2600><U+FE0F><U+0001F331>",,,,,,,"x1512495893513224197","This Ark was so intrigued and entertaining to watch,someone give these rpers oscars. <U+0001F451> https://t.co/1Z0jbLsmGi",2022-04-08 18:21:36,"Twitter for iPhone",117,12,"x1388915410922352642","eyecandymay","Mayah<U+2727>",1541,330,22600," 20!","<U+2727>tweets r all jokes /trav is daddy <U+2727>",FALSE,,,,,,
"x49080826","x1512497852286742537",2022-04-08 18:29:23,"QueensIceZ","Video of Will Smith's frustration with wife Jada Pinkett Smith resurfaces after Oscars slap scandal - Fox News https://t.co/JWoc6bp1iG","Twitter for iPhone",134,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Zack",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1280837645657083904","x1512497846091714570",2022-04-08 18:29:22,"NellsIfy","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for Android",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"<U+0001F232><U+FE0F><U+0001F251><U+FE0F><U+0001F233><U+FE0F><U+269B><U+262F><U+FE0F><U+3297><U+FE0F><U+0001F250><U+FE0F><U+0001F22F><U+FE0F>",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16293,12936,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x1284146867807432706","x1512497839166963712",2022-04-08 18:29:20,"TheDarkNight090","@rickygervais Penguin researchers regret watching Oscars in front of colony. https://t.co/rqymauarLm","Twitter for Android",76,,"x20015311","rickygervais",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Mo Happy",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1126175329725362183","x1512497811497136139",2022-04-08 18:29:13,"RickyRobson","My Nominee for Oscars Host next year !! <U+0001F44D><U+0001F44F><U+0001F928> https://t.co/rNQYpYeq5q","Twitter for iPhone",43,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"WhatNextMan ?<U+0001F937><U+200D><U+2642><U+FE0F>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x939874882115993602","x1512497793776197648",2022-04-08 18:29:09,"P60P45","Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe","Twitter Web App",140,,,,FALSE,TRUE,0,16,,,,"en",,,,,,,,,"p60p45",,,,,,,"x1512493821791191044","Minamata's Depp “He’s astonishing in it and looks so much like Smith in the film. I watched him find the meaning in the words, connect with those words &amp; connect w/Bill Nighy, It was like watching an acting master class. He was even called “Gene” on set” https://t.co/BXYWf6PPTe",2022-04-08 18:13:22,"Twitter for iPhone",62,16,"x3309371255","LauraBockov","TheRealLauraB<U+0001F30A><U+2694><U+FE0F>",14049,732,41622,"Legal Agregator & TruthSeeker ","Source JD legal docs & Co-Host “Road To Fairfax” Podcast (Movies, Myths & Monsters) @Mythnmonsters #JusticeForJohnnyDepp #BreastCancerSurvivor Gigi",FALSE,,,,,,
"x1100311137118236673","x1512497778462801928",2022-04-08 18:29:05,"Viola_M90","absolutely stunning. wow #Oscars https://t.co/SMBdjnS1pr","Twitter for Android",70,,,,FALSE,TRUE,0,293,,,,"en",,,,,,,,,"Linah",,,,,,,"x1508343413342707714","absolutely stunning. wow #Oscars https://t.co/SMBdjnS1pr",2022-03-28 07:21:08,"Twitter for iPhone",2824,293,"x2887836579","mcumagik","joe <U+0001F987>",9024,6550,164171,"he/him","<U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+0001FAE3> <U+0001F9F8><U+2764><U+FE0F><U+200D><U+0001F525> mcu x men dceu horror tv & film // wanda maximoff & eternals defender #TEAMWITCH #ScarletWitch",FALSE,,,,,,
"x35010644","x1512497749765201922",2022-04-08 18:28:59,"twit_KING88","Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP","Twitter for iPhone",140,,,,FALSE,TRUE,0,72,,,,"en",,,,,,,,,"Texas Bama",,,,,,,"x1512312970201632781","Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP",2022-04-08 06:14:44,"Twitter for iPhone",570,72,"x3234879118","rukiddingmelolz","Penny Madashell <U+0001F916>",4330,4796,52073,"New York City","I talk trash about trash TV & trash politics. Here for animal rescue, reality housewives, logic & free thought. Most ESH. #AdoptDontShop",FALSE,,,,,,
"x1511098939415703559","x1512497654546288640",2022-04-08 18:28:36,"rastamanlive2","Poll: Support for Will Smith Eroded Fast in Days Following Oscars Slap
The more people thought, read, tweeted and talked about The Slap in the days after the Oscars, the less likely they were to view Will Smith favorably, according to a new poll. https://t.co/xw50uMIUDJ","Twitter Web App",140,,,,FALSE,TRUE,0,1,,,,"en",,,,,,,,,"Rastaman",,,,,,,"x1512488402163277828","Poll: Support for Will Smith Eroded Fast in Days Following Oscars Slap
The more people thought, read, tweeted and talked about The Slap in the days after the Oscars, the less likely they were to view Will Smith favorably, according to a new poll. https://t.co/xw50uMIUDJ",2022-04-08 17:51:50,"Twitter Web App",0,1,"x1511098939415703559","rastamanlive2","Rastaman",0,18,99,"","Tell The Truth The Truth And Nothing But The Truth So Help You, God",FALSE,,,,,,
"x1511098939415703559","x1512488402163277828",2022-04-08 17:51:50,"rastamanlive2","Poll: Support for Will Smith Eroded Fast in Days Following Oscars Slap
The more people thought, read, tweeted and talked about The Slap in the days after the Oscars, the less likely they were to view Will Smith favorably, according to a new poll. https://t.co/xw50uMIUDJ","Twitter Web App",246,,,,FALSE,FALSE,0,1,,,,"en",,,,,,,,,"Rastaman",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1189862548218232834","x1512497645415280651",2022-04-08 18:28:34,"Shadiahrama","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for iPhone",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"October Queen <U+0001F451> <U+0001F451> <U+0001F1FA><U+0001F1EC>",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16293,12936,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x173205274","x1512497618936639489",2022-04-08 18:28:27,"lorilennon","@ellisgreg When the""SLAP"" happened, it was for no one else other then his wife,,&amp; I'm sorry, her 1st reaction, &amp; it was on camera, was a laugh!!, I'd be mortified if my guy slapped someone, let alone @ the OSCARS, that laugh spoke volumes.This man is suffering in all ways, its apparent","Twitter Web App",283,"x1512494966865494019","x26545118","ellisgreg",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Lori Citero-Bunker",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1393998616482783234","x1512497574204297223",2022-04-08 18:28:17,"parker_altman","<U+2066>@ambermruffin<U+2069> remains, as ever, a joy to watch.  https://t.co/5tt0XvhDnp","Twitter for iPad",90,,,,FALSE,TRUE,0,170,,,,"en",,,,,,,,,"Parker Altman",,,,,,,"x1508796860915400716","<U+2066>@ambermruffin<U+2069> remains, as ever, a joy to watch.  https://t.co/5tt0XvhDnp",2022-03-29 13:22:58,"Twitter for iPhone",1601,170,"x44039298","sethmeyers","Seth Meyers",4971383,888,10576,"New York","",TRUE,,,,,,
